flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,passenger_count,flight_status,distance_traveled_km,meal_service,in-flight_entertainment,wifi_available,airport_name,airport_city,airport_region,airport_country,arrival_time,airline_code,departure_date,arrival_date
WN2160,Southwest Airlines,Los Angeles International,Västerås,Sweden,1:21 AM,John F. Kennedy International,Sumberagung,Indonesia,7,154,cancelled,8203,regular,true,true,Skikda Airport,Skikda,DZ-21,DZ,5:34 AM,WN,10/5/2026,10/5/2026
BA7835,British Airways,Heathrow,Ichinoseki,Japan,4:06 AM,Charles de Gaulle,Moravský Písek,Czech Republic,10,77,cancelled,1162,vegan,true,false,Tbilisi International Airport,Tbilisi,GE-TB,GE,10:07 PM,BA,4/21/2026,4/21/2026
BA1338,British Airways,Heathrow,Akriní,Greece,8:10 AM,O.R. Tambo International,Ciepielów,Poland,2,442,delayed,7556,vegetarian,false,true,Cascade Airport,Cascade,US-ID,US,7:45 AM,BA,1/12/2027,1/12/2027
TG4099,Thai Airways,Suvarnabhumi,Sonta,Serbia,8:04 PM,Brisbane Airport,Karangturi,Indonesia,11,32,delayed,2767,gluten-free,true,false,Muskoka Airport,Muskoka,CA-ON,CA,8:03 PM,TG,11/26/2026,11/26/2026
CX9614,Cathay Pacific,Hong Kong International,Créteil,France,11:19 PM,Changi,Staraya Stanitsa,Russia,6,260,on-time,2554,gluten-free,false,true,Okondja Airport,Okondja,GA-2,GA,1:20 PM,CX,4/7/2026,4/7/2026
AI5177,Air India,Indira Gandhi International,Varaždin,Croatia,6:39 AM,Chhatrapati Shivaji International,Gualmatán,Colombia,9,337,delayed,8921,gluten-free,false,false,Wilcannia Airport,,AU-NSW,AU,7:26 AM,AI,11/19/2026,11/19/2026
AI9700,Air India,Indira Gandhi International,Washington,United States,10:38 AM,Chhatrapati Shivaji International,Rumburk,Czech Republic,4,75,delayed,3803,vegetarian,false,true,Limnos Airport,Limnos Island,GR-83,GR,2:20 AM,AI,1/7/2027,1/7/2027
SA8070,South African Airways,O.R. Tambo International,San Juan Pueblo,Honduras,7:02 PM,Charles de Gaulle,Dongtundu,China,7,280,on-time,4781,vegan,false,false,Coromandel Aerodrome,,NZ-WKO,NZ,11:54 PM,SA,12/4/2026,12/4/2026
AZ4856,Alitalia,Leonardo da Vinci International,Severo-Zadonsk,Russia,12:54 AM,Adolfo Suárez Madrid–Barajas,Johor Bahru,Malaysia,3,248,on-time,8593,regular,false,false,Kopitnari Airport,Kutaisi,GE-IM,GE,7:04 AM,AZ,3/15/2026,3/15/2026
IB1137,Iberia,Adolfo Suárez Madrid–Barajas,Yuandun,China,8:13 AM,Hartsfield-Jackson Atlanta,Fika,Nigeria,10,274,delayed,9838,regular,true,true,Mohamed Boudiaf International Airport,Constantine,DZ-25,DZ,12:57 AM,IB,12/2/2026,12/2/2026
WN8753,Southwest Airlines,Los Angeles International,Hengdong Chengguanzhen,China,3:26 AM,Seattle-Tacoma International,El Escanito,Honduras,1,134,on-time,2488,gluten-free,false,true,Angelina County Airport,Lufkin,US-TX,US,9:39 AM,WN,3/10/2026,3/10/2026
QF5881,Qantas,Sydney Airport,Erechim,Brazil,5:26 AM,Bole International,Tōbetsu,Japan,10,392,delayed,7444,regular,false,false,José Joaquín de Olmedo International Airport,Guayaquil,EC-G,EC,12:18 PM,QF,11/7/2026,11/7/2026
AV5119,Avianca,El Dorado International,Busay,Philippines,2:33 PM,Dallas/Fort Worth International,Alagoinhas,Brazil,2,338,on-time,3060,vegetarian,true,false,Teniente Vidal Airport,Coyhaique,CL-AI,CL,6:09 AM,AV,11/6/2026,11/6/2026
QF5992,Qantas,Sydney Airport,Malkā,Jordan,8:05 AM,Charles de Gaulle,Nāḩiyat as Sab‘ Biyār,Syria,9,401,on-time,6811,gluten-free,false,false,Amazon Bay Airport,,PG-CPM,PG,12:57 PM,QF,5/13/2026,5/13/2026
LA1461,LATAM Airlines,São Paulo/Guarulhos International,Pigí,Greece,7:31 AM,Ministro Pistarini International,Créteil,France,2,279,cancelled,1623,regular,false,false,Qiqihar Sanjiazi Airport,Qiqihar,CN-23,CN,4:18 PM,LA,6/8/2026,6/8/2026
AC2180,Air Canada,Toronto Pearson,Badāmā,Syria,3:25 AM,Miami International,Shifan,China,11,389,cancelled,125,regular,true,true,Ramstein Air Base,Ramstein,DE-RP,DE,1:29 AM,AC,8/23/2026,8/23/2026
UA4656,United Airlines,Los Angeles International,Songshu,China,12:49 AM,San Francisco International,Campos Novos,Brazil,6,73,cancelled,3668,regular,true,true,Tapeta Airport,Tapeta,LR-NI,LR,2:31 AM,UA,5/13/2026,5/13/2026
IB6654,Iberia,Adolfo Suárez Madrid–Barajas,Suraż,Poland,11:26 AM,Dubai International,Zhen’an,China,10,471,on-time,5064,regular,true,false,Momote Airport,Manus Island,PG-MRL,PG,3:37 AM,IB,4/7/2026,4/7/2026
BA7384,British Airways,Heathrow,Nāḩiyat Baḩār,Iraq,2:36 PM,Charles de Gaulle,Bobigny,France,10,311,delayed,4782,vegan,false,true,Otu Airport,Remedios,CO-ANT,CO,6:14 AM,BA,5/16/2026,5/16/2026
IB5029,Iberia,Adolfo Suárez Madrid–Barajas,Rozivka,Ukraine,7:49 PM,Charles de Gaulle,Krajan Alastengah,Indonesia,2,299,cancelled,7220,regular,false,false,Nartron Field,Reed City,US-MI,US,10:41 PM,IB,10/24/2026,10/24/2026
BA3483,British Airways,Heathrow,Ajax,Canada,11:29 PM,Charles de Gaulle,København,Denmark,11,72,cancelled,8149,vegetarian,true,false,Kololo Airstrip,Kampala,UG-102,UG,5:30 AM,BA,12/4/2026,12/4/2026
AM4372,Aeroméxico,Benito Juárez International,Dolo,Philippines,1:08 AM,O'Hare International,Elena,Argentina,11,192,on-time,8108,regular,false,true,Karlsruhe Baden-Baden Airport,Baden-Baden,DE-BW,DE,11:53 AM,AM,4/3/2026,4/3/2026
AM6577,Aeroméxico,Benito Juárez International,Shibi,China,7:41 AM,O'Hare International,Karangpete,Indonesia,2,275,cancelled,5889,vegan,false,true,Fianarantsoa Airport,,MG-F,MG,5:24 AM,AM,8/2/2026,8/2/2026
BA4649,British Airways,Heathrow,Sumberejo,Indonesia,3:11 AM,Charles de Gaulle,Buan,Philippines,10,189,on-time,7838,vegetarian,false,true,Namudi Airport,Namudi,PG-NPP,PG,11:21 PM,BA,1/16/2026,1/16/2026
AM2437,Aeroméxico,Benito Juárez International,Novomichurinsk,Russia,9:50 AM,San Francisco International,Rechitsy,Russia,1,474,cancelled,5970,vegetarian,true,false,McChord Air Force Base,Tacoma,US-WA,US,12:31 PM,AM,8/13/2026,8/13/2026
AA3879,American Airlines,John F. Kennedy International,Dillenburg,Germany,2:45 PM,Hartsfield-Jackson Atlanta,Arauca,Colombia,10,290,cancelled,2872,vegan,true,false,Estevan Airport,Estevan,CA-SK,CA,1:19 PM,AA,10/19/2026,10/19/2026
BA7240,British Airways,Heathrow,Xiaoyi,China,1:54 PM,Charles de Gaulle,Jatibonico,Cuba,10,43,on-time,9062,regular,false,false,Wapekeka Airport,Angling Lake,CA-ON,CA,4:38 PM,BA,3/17/2026,3/17/2026
NH8979,All Nippon Airways,Haneda,Beylagan,Azerbaijan,12:18 PM,Sydney Airport,Buguruslan,Russia,10,476,cancelled,9912,vegan,true,false,South Bend Regional Airport,South Bend,US-IN,US,10:50 AM,NH,1/10/2027,1/10/2027
EK7739,Emirates,Dubai International,Qızılhacılı,Azerbaijan,10:30 AM,Hamad International,Kaolack,Senegal,3,226,cancelled,9120,vegan,false,false,Oued Irara Airport,Hassi Messaoud,DZ-30,DZ,8:59 PM,EK,1/14/2027,1/14/2027
IB8384,Iberia,Adolfo Suárez Madrid–Barajas,Gävle,Sweden,11:44 PM,Charles de Gaulle,Al Qurayn,Saudi Arabia,8,440,on-time,9696,gluten-free,true,true,Scatsta Airport,Shetland Islands,GB-SCT,GB,6:15 PM,IB,5/3/2026,5/3/2026
AF9326,Air France,Charles de Gaulle,Madalum,Philippines,11:50 AM,Incheon International,Néo Psychikó,Greece,7,481,cancelled,4877,vegan,false,false,Bobo Dioulasso Airport,Bobo Dioulasso,BF-HOU,BF,9:34 AM,AF,4/16/2026,4/16/2026
QF2853,Qantas,Sydney Airport,Meixi,China,9:14 PM,Vienna International,Taoyuan,China,5,329,delayed,2732,gluten-free,true,false,Ottawa / Rockcliffe Airport,Ottawa,CA-ON,CA,6:27 AM,QF,12/22/2026,12/22/2026
QR7416,Qatar Airways,Hamad International,Donghai,China,7:26 PM,Suvarnabhumi,Solna,Sweden,2,140,on-time,4486,vegan,true,false,Cacoal Airport,Cacoal,BR-RO,BR,8:08 PM,QR,10/30/2026,10/30/2026
CX2774,Cathay Pacific,Hong Kong International,Malakand,Pakistan,1:46 PM,Changi,Kuroiso,Japan,8,374,cancelled,7126,gluten-free,false,true,Vredendal Airport,Vredendal,ZA-WC,ZA,4:27 PM,CX,6/24/2026,6/24/2026
QF8213,Qantas,Sydney Airport,Cijeungjing Kaler,Indonesia,4:20 AM,Melbourne Airport,Čapljina,Bosnia and Herzegovina,6,390,cancelled,4113,vegan,true,false,Sepulot Airport,Sepulot,MY-12,MY,9:45 PM,QF,3/30/2026,3/30/2026
NZ3482,Air New Zealand,Auckland Airport,Karakabak,China,9:03 AM,Sydney Airport,Mỏ Cày,Vietnam,7,165,delayed,2429,vegan,true,true,Kambuaya Airport,Kambuaya-Papua Island,ID-PB,ID,6:56 AM,NZ,6/18/2026,6/18/2026
SQ2554,Singapore Airlines,Changi,Su-ngai Kolok,Thailand,1:14 PM,Haneda,Alvide,Portugal,7,389,on-time,7111,regular,true,true,Lethem Airport,Lethem,GY-UT,GY,8:55 PM,SQ,6/22/2026,6/22/2026
DL2968,Delta Air Lines,John F. Kennedy International,Chulabhorn,Thailand,4:24 AM,Hartsfield-Jackson Atlanta,Armavir,Armenia,10,336,cancelled,3573,regular,false,false,Bakouma Airport,Bakouma,CF-MB,CF,3:32 PM,DL,3/8/2026,3/8/2026
SQ6690,Singapore Airlines,Changi,Sokol’skoye,Russia,7:15 PM,Beijing Capital International,Monroe,United States,3,32,cancelled,3139,gluten-free,true,false,Kursk East Airport,Kursk,RU-KRS,RU,5:56 AM,SQ,1/26/2026,1/26/2026
LH2743,Lufthansa,Frankfurt Airport,São Lourenço,Brazil,8:02 PM,Charles de Gaulle,Pianbai,China,8,399,on-time,9522,vegan,false,true,Faleolo International Airport,Apia,WS-AA,WS,10:31 PM,LH,12/25/2026,12/25/2026
LA6794,LATAM Airlines,São Paulo/Guarulhos International,Pancas,Brazil,7:42 PM,Ministro Pistarini International,Pandean,Indonesia,1,337,delayed,377,vegan,false,false,Grand Canyon Bar Ten Airstrip,Whitmore,US-AZ,US,7:47 AM,LA,6/12/2026,6/12/2026
AM6577,Aeroméxico,Benito Juárez International,Hluhluwe,South Africa,2:18 PM,O'Hare International,Luoyang,China,10,354,delayed,355,regular,true,false,Luzhou Airport,Luzhou,CN-51,CN,11:15 PM,AM,7/17/2026,7/17/2026
ET6816,Ethiopian Airlines,Bole International,Bugul’ma,Russia,12:25 PM,Hamad International,Uwa,Indonesia,6,238,cancelled,831,vegetarian,true,false,Bumbar Airport,Bumbar,CD-EQ,CD,4:29 AM,ET,6/7/2026,6/7/2026
SA2730,South African Airways,O.R. Tambo International,Kalāt-e Nāderī,Iran,4:03 PM,Charles de Gaulle,Pesnica pri Mariboru,Slovenia,5,242,delayed,2283,gluten-free,true,false,Gora Airstrip,Gora,PG-NPP,PG,2:30 PM,SA,1/5/2027,1/5/2027
KL4848,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Duisburg,Germany,10:59 PM,Charles de Gaulle,Cangshi,China,11,16,delayed,9815,gluten-free,false,false,New River Valley Airport,Dublin,US-VA,US,2:49 PM,KL,12/24/2026,12/24/2026
LA7789,LATAM Airlines,São Paulo/Guarulhos International,Hezhi,China,11:29 PM,Ministro Pistarini International,Kovernino,Russia,5,500,delayed,1388,gluten-free,true,false,Castro Airport,Castro,BR-PR,BR,12:26 PM,LA,10/16/2026,10/16/2026
NH5739,All Nippon Airways,Haneda,Manhan,Mongolia,9:09 AM,Incheon International,Samboan,Philippines,9,118,on-time,6131,regular,true,true,Roshchino International Airport,Tyumen,RU-TYU,RU,10:59 PM,NH,3/27/2026,3/27/2026
SA7036,South African Airways,O.R. Tambo International,Tupã,Brazil,9:29 PM,Charles de Gaulle,Paracambi,Brazil,10,4,cancelled,1594,regular,true,true,Matsumoto Airport,Matsumoto,JP-20,JP,6:12 PM,SA,11/10/2026,11/10/2026
AZ1200,Alitalia,Leonardo da Vinci International,Le Cannet,France,6:30 PM,Charles de Gaulle,Cubará,Colombia,1,51,on-time,1479,gluten-free,true,false,Sofia Airport,Sofia,BG-23,BG,6:29 PM,AZ,2/7/2026,2/7/2026
AA9114,American Airlines,John F. Kennedy International,Luojiang,China,11:09 PM,Hartsfield-Jackson Atlanta,La Sarrosa,Honduras,3,468,on-time,2924,gluten-free,false,false,Dr. Arturo H. Illia Airport,General Roca,AR-R,AR,3:21 AM,AA,3/30/2026,3/30/2026
SQ6943,Singapore Airlines,Changi,Kwidzyn,Poland,5:49 PM,Beijing Capital International,Hebei,China,9,142,delayed,4366,vegan,false,false,Diego Garcia Naval Support Facility,Diego Garcia,IO-U-A,IO,7:13 PM,SQ,10/16/2026,10/16/2026
AA5822,American Airlines,John F. Kennedy International,Sanxi,China,8:05 AM,Hartsfield-Jackson Atlanta,Sélibabi,Mauritania,4,486,cancelled,6970,regular,false,false,Desert Rock Airport,Mercury,US-NV,US,10:36 PM,AA,10/11/2026,10/11/2026
AI6733,Air India,Indira Gandhi International,Cabeçudos,Portugal,3:11 PM,Chhatrapati Shivaji International,Chuchkovo,Russia,9,48,cancelled,2636,vegetarian,true,true,Destin-Ft Walton Beach Airport,Valparaiso,US-FL,US,3:01 AM,AI,11/14/2026,11/14/2026
BA1044,British Airways,Heathrow,Ettal,Micronesia,5:42 PM,Charles de Gaulle,Bassar,Togo,4,2,delayed,5406,gluten-free,true,false,Castlereagh Lake Seaplane Base,Hatton,LK-2,LK,11:07 PM,BA,5/29/2026,5/29/2026
AM8076,Aeroméxico,Benito Juárez International,Santo Domingo,Philippines,2:20 AM,Denver International,Npongge,Indonesia,9,194,cancelled,6551,vegetarian,false,true,Lanseria Airport,Johannesburg,ZA-GT,ZA,7:19 AM,AM,8/19/2026,8/19/2026
DL3726,Delta Air Lines,John F. Kennedy International,João Pessoa,Brazil,2:16 AM,Miami International,Novonukutskiy,Russia,3,355,on-time,8395,regular,false,false,Méndez Airport,Santiago de Méndez,EC-S,EC,2:37 AM,DL,9/24/2026,9/24/2026
IB6717,Iberia,Adolfo Suárez Madrid–Barajas,Zipárion,Greece,5:18 AM,Charles de Gaulle,Huacao,China,4,370,cancelled,985,gluten-free,false,true,Rajiv Gandhi International Airport,Hyderabad,IN-TG,IN,7:07 AM,IB,6/30/2026,6/30/2026
NH2177,All Nippon Airways,Haneda,Chambly,Canada,7:40 PM,Amsterdam Airport Schiphol,Sernur,Russia,7,22,cancelled,191,vegan,false,false,Albacete-Los Llanos Airport,Albacete,ES-CM,ES,5:39 AM,NH,3/13/2026,3/13/2026
UA7050,United Airlines,Los Angeles International,Zherdevka,Russia,1:30 PM,San Francisco International,Mungo,Philippines,11,461,cancelled,3220,vegetarian,true,false,Pampa Guanaco Airport,Bahia Inutil,CL-MA,CL,3:25 PM,UA,1/7/2027,1/7/2027
DL5388,Delta Air Lines,John F. Kennedy International,Bojszowy Nowe,Poland,7:02 AM,Hartsfield-Jackson Atlanta,Charenton-le-Pont,France,7,361,on-time,4259,gluten-free,false,false,Brackett Field,La Verne,US-CA,US,2:49 AM,DL,8/27/2026,8/27/2026
KE5890,Korean Air,Incheon International,Krasae Sin,Thailand,8:40 PM,Haneda,Shuiyuan,China,7,232,delayed,9260,vegetarian,false,true,Kamusi Airport,Kamusi,PG-WPD,PG,3:13 AM,KE,3/12/2026,3/12/2026
CX1092,Cathay Pacific,Hong Kong International,Kiarajangkung,Indonesia,2:44 PM,Indira Gandhi International,Železný Brod,Czech Republic,3,294,on-time,4128,regular,false,true,Brochet Airport,Brochet,CA-MB,CA,11:52 PM,CX,7/1/2026,7/1/2026
DL2579,Delta Air Lines,John F. Kennedy International,Esquel,Argentina,7:24 AM,San Francisco International,Xihe,China,9,44,delayed,5212,regular,false,false,Paradise Island Airport,Santa Carolina,MZ-I,MZ,7:48 AM,DL,3/10/2026,3/10/2026
EK9265,Emirates,Dubai International,Osvaldo Cruz,Brazil,1:58 AM,Hamad International,Sokol,Russia,8,494,delayed,5770,regular,false,false,Hope Vale Airport,Hope Vale,AU-QLD,AU,4:36 PM,EK,3/11/2026,3/11/2026
AM4741,Aeroméxico,Benito Juárez International,Vynohradove,Ukraine,11:53 AM,O'Hare International,Novikovo,Russia,6,148,cancelled,3257,vegetarian,false,false,Duqm International Airport,Duqm,OM-WU,OM,3:28 AM,AM,10/3/2026,10/3/2026
AF3394,Air France,Charles de Gaulle,Uherce Mineralne,Poland,4:45 PM,Amsterdam Airport Schiphol,Tampakan,Philippines,2,137,cancelled,5169,vegetarian,true,true,Bielefeld Airport,Bielefeld,DE-NW,DE,7:32 PM,AF,3/8/2026,3/8/2026
BA8083,British Airways,Heathrow,Mariinsk,Russia,2:31 AM,Adolfo Suárez Madrid–Barajas,Xikou,China,8,141,delayed,6927,gluten-free,true,false,Romeu Zema Airport,Araxá,BR-MG,BR,1:12 PM,BA,2/26/2026,2/26/2026
CX4540,Cathay Pacific,Hong Kong International,Dzhiginka,Russia,5:34 AM,Changi,Wuxia,China,7,205,on-time,1342,gluten-free,false,false,Ugolny Airport,Anadyr,RU-CHU,RU,6:12 AM,CX,10/25/2026,10/25/2026
SA4783,South African Airways,O.R. Tambo International,El Vigía,Venezuela,2:27 PM,Frankfurt Airport,Aguilares,Argentina,3,83,on-time,8084,vegetarian,false,true,Bella Coola Airport,Bella Coola,CA-BC,CA,2:12 PM,SA,11/30/2026,11/30/2026
AA6384,American Airlines,John F. Kennedy International,Batán,Costa Rica,10:07 PM,Hartsfield-Jackson Atlanta,Châtillon,France,10,231,on-time,3992,vegetarian,true,false,Tjilik Riwut Airport,Palangkaraya-Kalimantan Tengah,ID-KT,ID,1:38 AM,AA,5/16/2026,5/16/2026
AM9465,Aeroméxico,Benito Juárez International,Talambung Laok,Indonesia,9:20 PM,O'Hare International,Banjar Medura,Indonesia,9,408,on-time,6963,gluten-free,true,false,Peenemünde Airport,Peenemünde,DE-MV,DE,12:29 PM,AM,3/27/2026,3/27/2026
LA8837,LATAM Airlines,São Paulo/Guarulhos International,Zhangtan,China,7:01 PM,Ministro Pistarini International,Bulo,Philippines,9,106,delayed,3123,vegetarian,false,true,Fujairah International Airport,,AE-FU,AE,2:53 PM,LA,6/26/2026,6/26/2026
KE6079,Korean Air,Incheon International,Lembang,Indonesia,3:16 PM,Haneda,Casal,Portugal,5,154,on-time,2989,vegan,false,false,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay/Vélizy,FR-J,FR,1:24 AM,KE,11/17/2026,11/17/2026
SA2360,South African Airways,O.R. Tambo International,Valeirinha,Portugal,2:06 PM,Frankfurt Airport,Amouguer,Morocco,6,13,on-time,6706,vegan,true,true,Homer Airport,Homer,US-AK,US,3:10 AM,SA,3/21/2026,3/21/2026
NZ9967,Air New Zealand,Auckland Airport,Carvalhal Redondo,Portugal,11:05 PM,Sydney Airport,Klevan’,Ukraine,3,214,cancelled,2968,vegetarian,true,false,El Obeid Airport,Al-Ubayyid,SD-09,SD,11:17 AM,NZ,4/12/2026,4/12/2026
KE3649,Korean Air,Incheon International,Iquipi,Peru,2:14 AM,Haneda,Qimantage,China,9,386,on-time,3741,vegetarian,true,false,Mende-Brenoux Airfield,Mende/Brénoux,FR-K,FR,10:08 PM,KE,4/29/2026,4/29/2026
QR4230,Qatar Airways,Hamad International,Heishan,China,2:09 PM,Bole International,18 de Marzo,Mexico,3,320,delayed,5318,vegan,true,true,Beloretsk Airport,Beloretsk,RU-BA,RU,9:48 AM,QR,7/13/2026,7/13/2026
AI1195,Air India,Indira Gandhi International,Shuangshan,China,6:44 AM,Chhatrapati Shivaji International,Xiaoguwei,China,1,302,cancelled,4260,regular,true,false,Vipingo Estate Airport,Vipingo Estate,KE-300,KE,10:38 AM,AI,3/25/2026,3/25/2026
SQ3494,Singapore Airlines,Changi,Cahul,Moldova,9:25 AM,Beijing Capital International,Lugui,Philippines,4,148,delayed,3986,vegetarian,true,false,Yengema Airport,Yengema,SL-E,SL,4:49 AM,SQ,8/14/2026,8/14/2026
LH3073,Lufthansa,Frankfurt Airport,Changtang,China,1:05 AM,Charles de Gaulle,Jumpangdua,Indonesia,7,492,delayed,7703,vegetarian,true,false,Shirdi Airport,Shirdi,IN-MM,IN,6:15 PM,LH,9/23/2026,9/23/2026
AA7925,American Airlines,John F. Kennedy International,Aţ Ţafīlah,Jordan,5:43 AM,Hartsfield-Jackson Atlanta,Nizhnyaya Tura,Russia,3,125,on-time,9766,regular,false,true,Perry Island Seaplane Base,Perry Island,US-AK,US,1:13 AM,AA,4/3/2026,4/3/2026
AV3127,Avianca,El Dorado International,Phalaborwa,South Africa,9:55 PM,O'Hare International,Huoshaodian,China,4,328,delayed,474,vegetarian,true,true,Nyngan Airport,,AU-NSW,AU,5:06 PM,AV,6/3/2026,6/3/2026
QR5341,Qatar Airways,Hamad International,Nantuo,China,6:58 PM,Bole International,Manna,Indonesia,8,296,cancelled,2045,regular,true,true,Millville Municipal Airport,Millville,US-NJ,US,8:13 AM,QR,5/29/2026,5/29/2026
SK7480,SAS Scandinavian,Copenhagen Airport,Świeradów-Zdrój,Poland,9:58 AM,Charles de Gaulle,Walakeri,Indonesia,11,45,cancelled,8565,gluten-free,false,true,Plastun Airport,Plastun,RU-PRI,RU,3:28 PM,SK,8/15/2026,8/15/2026
LA3958,LATAM Airlines,São Paulo/Guarulhos International,Ibaté,Brazil,3:29 PM,Ministro Pistarini International,Bradford,United Kingdom,11,307,on-time,4102,vegan,true,true,Kar Kar Airport,Kar Kar Island,PG-MPM,PG,11:39 AM,LA,1/29/2026,1/29/2026
KE9869,Korean Air,Incheon International,Pio Duran,Philippines,11:42 AM,Sydney Airport,Washington,United States,7,66,cancelled,2228,gluten-free,false,false,Mongo Airport,Mongo,TD-GR,TD,4:41 AM,KE,3/21/2026,3/21/2026
AA1114,American Airlines,John F. Kennedy International,Ryczywół,Poland,1:33 AM,Toronto Pearson,Lashkar Gāh,Afghanistan,3,193,cancelled,3378,gluten-free,true,false,Sa Pran Nak Airport,,TH-16,TH,10:54 AM,AA,2/16/2026,2/16/2026
NH2702,All Nippon Airways,Haneda,Sapiranga,Brazil,11:50 PM,Incheon International,Menggusi,China,9,203,delayed,5100,gluten-free,true,true,Granville Airport,Granville,FR-P,FR,5:53 AM,NH,1/22/2026,1/22/2026
BA5886,British Airways,Heathrow,Qızılhacılı,Azerbaijan,2:44 PM,Brisbane Airport,Keli,China,2,453,delayed,7110,vegetarian,false,false,Barnaul Airport,Barnaul,RU-ALT,RU,7:21 PM,BA,11/29/2026,11/29/2026
LH6949,Lufthansa,Frankfurt Airport,Caçapava,Brazil,5:03 AM,Charles de Gaulle,Angoulême,France,11,380,cancelled,6930,gluten-free,true,true,"Pattimura Airport, Ambon",Ambon,ID-MA,ID,4:58 PM,LH,12/1/2026,12/1/2026
AV9166,Avianca,El Dorado International,Nanzamu,China,7:00 AM,Denver International,Souto,Portugal,10,80,cancelled,1382,gluten-free,true,true,Cascade Locks State Airport,Cascade Locks,US-OR,US,8:24 AM,AV,2/23/2026,2/23/2026
AZ6189,Alitalia,Leonardo da Vinci International,Omsukchan,Russia,3:08 AM,Cape Town International,Rego de Água,Portugal,11,190,on-time,7445,vegan,true,false,Tradewind Airport,Amarillo,US-TX,US,9:42 AM,AZ,9/9/2026,9/9/2026
EK3571,Emirates,Dubai International,Höllviken,Sweden,12:42 AM,Hamad International,Nagato,Japan,3,416,cancelled,4484,vegetarian,false,false,Hayward Executive Airport,Hayward,US-CA,US,5:47 PM,EK,5/2/2026,5/2/2026
AM2800,Aeroméxico,Benito Juárez International,Nkurenkuru,Namibia,11:56 AM,Dallas/Fort Worth International,Salamá,Honduras,8,177,cancelled,4952,gluten-free,true,false,Yangambi Airport,Yangambi,CD-OR,CD,1:07 PM,AM,8/31/2026,8/31/2026
AM9131,Aeroméxico,Benito Juárez International,Shabqadar,Pakistan,7:51 PM,O'Hare International,Sv. Ana v Slov. Goricah,Slovenia,8,430,on-time,1704,vegan,true,true,Ficksburg Sentraoes Airport,Ficksburg,ZA-FS,ZA,6:41 PM,AM,1/5/2027,1/5/2027
UA8029,United Airlines,Los Angeles International,Taobei,China,3:37 AM,San Francisco International,Dīvāndarreh,Iran,6,161,delayed,4950,vegan,false,true,Stevens Point Municipal Airport,Stevens Point,US-WI,US,6:54 PM,UA,6/28/2026,6/28/2026
